lat,lng,date,hour,altitude,course,speed,humidity,temperature,pm25https://raw.githubusercontent.com/daquina-io/visualizacionCalidadAire/master/data/points.csv
INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,41.00,25.00,3.11
INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,38.00,24.00,3.51
INVALID,INVALID,1/6/2080,00:00:21.79,INVALID,INVALID,INVALID,38.00,24.00,2.88
INVALID,INVALID,1/6/2080,00:00:34.79,INVALID,INVALID,INVALID,38.00,24.00,2.35
INVALID,INVALID,1/6/2080,00:00:34.79,INVALID,INVALID,INVALID,38.00,24.00,2.50
INVALID,INVALID,1/6/2080,00:00:34.79,INVALID,INVALID,INVALID,38.00,24.00,2.10
INVALID,INVALID,1/6/2080,00:01:15.00,INVALID,INVALID,INVALID,37.00,25.00,2.80
INVALID,INVALID,1/6/2080,00:01:15.00,INVALID,INVALID,INVALID,37.00,25.00,3.95
INVALID,INVALID,1/6/2080,00:01:15.00,INVALID,INVALID,INVALID,37.00,25.00,3.17
INVALID,INVALID,1/9/2080,14:34:23.08,INVALID,INVALID,INVALID,37.00,25.00,4.66
INVALID,INVALID,1/9/2080,14:34:23.08,INVALID,INVALID,INVALID,37.00,25.00,5.14
INVALID,INVALID,1/9/2080,14:34:23.08,INVALID,INVALID,INVALID,37.00,25.00,5.49
INVALID,INVALID,1/9/2080,14:35:03.08,INVALID,INVALID,INVALID,37.00,25.00,5.93
INVALID,INVALID,1/9/2080,14:35:16.08,INVALID,INVALID,INVALID,37.00,25.00,5.73
INVALID,INVALID,1/9/2080,14:35:16.08,INVALID,INVALID,INVALID,37.00,25.00,5.76
INVALID,INVALID,1/9/2080,14:35:43.09,INVALID,INVALID,INVALID,37.00,25.00,5.93
INVALID,INVALID,1/9/2080,14:35:43.09,INVALID,INVALID,INVALID,37.00,25.00,6.19
INVALID,INVALID,1/9/2080,14:36:10.08,INVALID,INVALID,INVALID,37.00,25.00,6.00
INVALID,INVALID,1/9/2080,14:36:23.29,INVALID,INVALID,INVALID,37.00,25.00,6.20
INVALID,INVALID,1/9/2080,14:36:37.08,INVALID,INVALID,INVALID,37.00,25.00,6.31
INVALID,INVALID,1/9/2080,14:36:37.08,INVALID,INVALID,INVALID,41.00,25.00,6.38
INVALID,INVALID,1/9/2080,14:36:37.08,INVALID,INVALID,INVALID,37.00,25.00,6.24
INVALID,INVALID,4/5/2017,14:37:18.07,INVALID,INVALID,INVALID,37.00,25.00,6.25
INVALID,INVALID,4/5/2017,14:37:18.07,INVALID,INVALID,INVALID,37.00,25.00,6.31
6.263262,-75.596753,4/5/2017,14:37:46.00,1518.00,109.95,23.26,37.00,25.00,6.50
6.263262,-75.596753,4/5/2017,14:37:46.00,1518.00,109.95,23.26,37.00,25.00,6.47
6.263262,-75.596753,4/5/2017,14:37:46.00,1518.00,109.95,23.26,38.00,25.00,6.60
6.263262,-75.596753,4/5/2017,14:37:46.00,1518.00,109.95,23.26,37.00,26.00,6.60
6.262148,-75.593892,4/5/2017,14:38:43.00,1518.00,114.37,26.39,37.00,26.00,6.46
6.261728,-75.593040,4/5/2017,14:38:57.00,1533.50,117.54,25.11,37.00,26.00,6.57
6.261352,-75.592205,4/5/2017,14:39:11.00,1535.10,117.54,25.11,37.00,26.00,6.51
6.261352,-75.592205,4/5/2017,14:39:11.00,1535.10,117.54,25.11,36.00,27.00,6.54
6.260573,-75.590542,4/5/2017,14:39:40.00,1535.10,111.52,22.09,36.00,27.00,6.91
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,7.23
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,6.52
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,6.31
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,6.63
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,6.61
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,6.57
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,36.00,27.00,6.51
6.260738,-75.590015,4/5/2017,14:39:54.00,1535.90,30.55,16.80,35.00,28.00,7.30
6.259148,-75.586110,4/5/2017,14:41:47.00,1535.90,114.99,18.30,40.00,28.00,6.86
6.258977,-75.585852,4/5/2017,14:42:01.00,1531.70,89.55,8.15,35.00,28.00,6.59
6.258760,-75.585283,4/5/2017,14:42:15.00,1530.50,106.61,16.91,35.00,28.00,6.50
6.258443,-75.584632,4/5/2017,14:42:29.00,1529.40,106.61,16.91,35.00,28.00,6.49
6.258443,-75.584632,4/5/2017,14:42:29.00,1529.40,106.61,16.91,35.00,28.00,6.17
6.258443,-75.584632,4/5/2017,14:42:29.00,1529.40,106.61,16.91,35.00,28.00,6.61
6.258443,-75.584632,4/5/2017,14:42:29.00,1529.40,106.61,16.91,35.00,28.00,6.50
6.258443,-75.584632,4/5/2017,14:42:29.00,1529.40,106.61,16.91,35.00,28.00,6.41
6.257208,-75.582097,4/5/2017,14:43:40.00,1522.40,113.84,17.22,35.00,28.00,6.50
6.256922,-75.581528,4/5/2017,14:43:54.00,1521.00,113.84,17.22,35.00,28.00,6.29
6.256922,-75.581528,4/5/2017,14:43:54.00,1521.00,113.84,17.22,35.00,28.00,6.63
6.256652,-75.580958,4/5/2017,14:44:23.00,1521.00,133.48,7.63,35.00,28.00,6.43
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,35.00,28.00,6.70
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,34.00,29.00,6.42
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,34.00,29.00,6.32
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,34.00,29.00,8.32
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,34.00,29.00,6.53
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,33.00,29.00,6.02
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,33.00,29.00,6.33
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,34.00,29.00,6.30
6.256467,-75.580582,4/5/2017,14:44:37.00,1511.50,114.66,14.80,33.00,29.00,6.05
6.257150,-75.578075,4/5/2017,14:46:44.00,1513.20,123.50,0.00,33.00,29.00,5.93
6.257150,-75.578075,4/5/2017,14:46:58.00,1513.20,123.50,0.00,33.00,29.00,6.12
6.257150,-75.578075,4/5/2017,14:46:58.00,1513.20,123.50,0.00,33.00,29.00,6.32
6.257150,-75.578075,4/5/2017,14:46:58.00,1513.20,123.50,0.00,33.00,29.00,5.97
6.257150,-75.578075,4/5/2017,14:46:58.00,1513.20,123.50,0.00,33.00,29.00,4.80
INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,37.00,25.00,1.63
INVALID,INVALID,1/6/2080,00:00:07.80,INVALID,INVALID,INVALID,36.00,26.00,1.84
INVALID,INVALID,1/6/2080,00:00:07.80,INVALID,INVALID,INVALID,36.00,26.00,1.70
6.246333,-75.591827,4/4/2017,22:48:05.00,150.60,221.15,14.89,33.00,27.00,5.59
6.246333,-75.591827,4/4/2017,22:48:05.00,150.60,221.15,14.89,33.00,27.00,5.42
6.245798,-75.592098,4/4/2017,22:48:33.00,153.10,238.04,6.09,34.00,29.00,4.57
6.245950,-75.592147,4/4/2017,22:48:47.00,155.80,346.65,5.54,33.00,27.00,5.39
6.245950,-75.592147,4/4/2017,22:49:01.00,155.80,346.65,5.54,33.00,27.00,5.04
6.255333,-75.595038,4/4/2017,22:49:15.00,665.60,346.65,5.54,33.00,27.00,4.48
6.255333,-75.595038,4/4/2017,22:49:15.00,665.60,346.65,5.54,33.00,27.00,4.66
6.255333,-75.595038,4/4/2017,22:49:15.00,665.60,346.65,5.54,33.00,27.00,5.41
6.255333,-75.595038,4/4/2017,22:49:15.00,665.60,346.65,5.54,33.00,27.00,5.42
6.255847,-75.594888,4/4/2017,22:50:12.00,926.20,65.41,0.00,33.00,27.00,5.50
6.255847,-75.594888,4/4/2017,22:50:26.00,926.20,65.41,0.00,36.00,27.00,5.51
6.255847,-75.594888,4/4/2017,22:50:26.00,926.20,65.41,0.00,33.00,27.00,5.58
6.255847,-75.594888,4/4/2017,22:50:26.00,926.20,65.41,0.00,33.00,27.00,4.64
6.255847,-75.594888,4/4/2017,22:50:26.00,926.20,65.41,0.00,33.00,27.00,4.40
6.255847,-75.594888,4/4/2017,22:50:26.00,926.20,65.41,0.00,33.00,27.00,5.02
6.255708,-75.593852,4/4/2017,22:51:37.00,926.20,152.38,23.45,33.00,27.00,4.46
6.254862,-75.593307,4/4/2017,22:51:51.00,926.20,134.83,21.34,33.00,27.00,5.22
6.254293,-75.592625,4/4/2017,22:52:05.00,926.20,116.44,24.74,33.00,27.00,5.57
6.253860,-75.592333,4/4/2017,22:52:19.00,1511.50,196.89,14.87,33.00,27.00,5.02
6.253378,-75.592580,4/4/2017,22:52:33.00,1524.10,204.08,12.65,33.00,27.00,4.83
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,34.00,27.00,4.67
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,33.00,27.00,4.46
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,33.00,27.00,4.53
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,33.00,27.00,4.54
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,33.00,27.00,3.95
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,34.00,27.00,4.16
6.252945,-75.592773,4/4/2017,22:52:47.00,1534.80,204.08,12.65,33.00,27.00,4.67
6.250212,-75.593480,4/4/2017,22:54:26.00,1534.80,192.53,9.72,33.00,27.00,4.31
6.250090,-75.593513,4/4/2017,22:54:40.00,1548.80,186.22,0.00,35.00,27.00,4.35
6.250090,-75.593513,4/4/2017,22:54:54.00,1548.80,186.22,0.00,34.00,27.00,5.06
6.250090,-75.593513,4/4/2017,22:54:54.00,1548.80,186.22,0.00,33.00,27.00,5.58
6.249783,-75.593587,4/4/2017,22:55:23.00,1548.80,185.35,15.96,33.00,27.00,5.48
6.249248,-75.593613,4/4/2017,22:55:37.00,1551.40,185.94,15.70,33.00,27.00,4.20
6.248655,-75.593705,4/4/2017,22:55:51.00,1557.30,185.94,15.70,33.00,27.00,4.32
6.248655,-75.593705,4/4/2017,22:55:51.00,1557.30,185.94,15.70,33.00,27.00,4.16
6.248655,-75.593705,4/4/2017,22:55:51.00,1557.30,185.94,15.70,34.00,27.00,4.53
6.248655,-75.593705,4/4/2017,22:55:51.00,1557.30,185.94,15.70,34.00,27.00,4.59
6.248655,-75.593705,4/4/2017,22:55:51.00,1557.30,185.94,15.70,34.00,27.00,4.90
6.248655,-75.593705,4/4/2017,22:55:51.00,1557.30,185.94,15.70,34.00,27.00,4.47
6.246447,-75.593765,4/4/2017,22:57:16.00,1557.30,94.57,15.96,33.00,27.00,4.89
6.246272,-75.593108,4/4/2017,22:57:30.00,1554.20,110.60,20.02,35.00,27.00,4.88
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,37.00,27.00,5.59
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,34.00,27.00,4.72
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,34.00,27.00,4.27
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,34.00,27.00,4.43
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,34.00,27.00,4.62
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,34.00,27.00,5.30
6.245740,-75.592572,4/4/2017,22:57:44.00,1551.80,110.60,20.02,34.00,27.00,5.24
6.245847,-75.589575,4/4/2017,22:59:23.00,1516.00,68.78,0.00,34.00,27.00,5.05
6.245847,-75.589575,4/4/2017,22:59:37.00,1516.00,68.78,0.00,34.00,27.00,4.97
6.245847,-75.589575,4/4/2017,22:59:51.00,1516.00,68.78,0.00,34.00,27.00,4.16
6.245847,-75.589575,4/4/2017,22:59:51.00,1516.00,68.78,0.00,34.00,27.00,4.58
6.245847,-75.589575,4/4/2017,22:59:51.00,1516.00,68.78,0.00,34.00,27.00,4.18
6.245847,-75.589575,4/4/2017,23:00:34.00,1516.00,68.78,0.00,34.00,27.00,3.88
6.245847,-75.589575,4/4/2017,23:00:48.00,1516.00,68.78,0.00,34.00,27.00,4.23
6.245847,-75.589575,4/4/2017,23:01:02.00,1516.00,68.78,0.00,34.00,27.00,4.41
6.245847,-75.589575,4/4/2017,23:01:16.00,1516.00,68.78,0.00,34.00,27.00,4.39
6.245847,-75.589575,4/4/2017,23:01:16.00,1516.00,68.78,0.00,34.00,27.00,4.93
6.245847,-75.589575,4/4/2017,23:01:16.00,1516.00,68.78,0.00,34.00,27.00,4.65
6.245847,-75.589575,4/4/2017,23:01:16.00,1516.00,68.78,0.00,34.00,27.00,4.60
6.245847,-75.589575,4/4/2017,23:01:16.00,1516.00,68.78,0.00,34.00,27.00,4.63
6.245847,-75.589575,4/4/2017,23:01:16.00,1516.00,68.78,0.00,34.00,27.00,4.25
6.245847,-75.589575,4/4/2017,23:02:41.00,1516.00,68.78,0.00,34.00,27.00,4.26
6.245847,-75.589575,4/4/2017,23:02:55.00,1516.00,68.78,0.00,34.00,27.00,4.17
6.245847,-75.589575,4/4/2017,23:03:09.00,1516.00,68.78,0.00,34.00,27.00,4.26
6.245847,-75.589575,4/4/2017,23:03:09.00,1516.00,68.78,0.00,34.00,27.00,4.38
6.245847,-75.589575,4/4/2017,23:03:09.00,1516.00,68.78,0.00,34.00,27.00,3.67
6.245847,-75.589575,4/4/2017,23:03:09.00,1516.00,68.78,0.00,34.00,27.00,4.06
6.245847,-75.589575,4/4/2017,23:03:09.00,1516.00,68.78,0.00,34.00,27.00,3.77
6.245847,-75.589575,4/4/2017,23:03:09.00,1516.00,68.78,0.00,34.00,27.00,3.41
6.245847,-75.589575,4/4/2017,23:04:34.00,1516.00,68.78,0.00,34.00,27.00,4.21
6.245847,-75.589575,4/4/2017,23:04:48.00,1516.00,68.78,0.00,34.00,27.00,3.74
6.245857,-75.589562,4/4/2017,23:05:02.00,1516.10,68.78,0.00,35.00,26.00,4.45
6.245857,-75.589562,4/4/2017,23:05:02.00,1516.10,68.78,0.00,35.00,26.00,4.16
6.245857,-75.589562,4/4/2017,23:05:02.00,1516.10,68.78,0.00,35.00,26.00,4.29
6.245857,-75.589562,4/4/2017,23:05:02.00,1516.10,68.78,0.00,35.00,26.00,4.28
6.245857,-75.589562,4/4/2017,23:05:02.00,1516.10,68.78,0.00,35.00,26.00,4.57
6.245857,-75.589562,4/4/2017,23:05:02.00,1516.10,68.78,0.00,34.00,27.00,4.41
6.245882,-75.589553,4/4/2017,23:06:27.00,1515.80,145.47,0.00,34.00,27.00,3.82
6.245823,-75.589440,4/4/2017,23:06:41.00,1512.00,179.37,0.00,34.00,27.00,5.30
6.245817,-75.589420,4/4/2017,23:06:55.00,1510.30,179.37,0.00,34.00,27.00,5.56
6.245817,-75.589420,4/4/2017,23:06:55.00,1510.30,179.37,0.00,34.00,27.00,5.42
6.245817,-75.589420,4/4/2017,23:06:55.00,1510.30,179.37,0.00,34.00,27.00,4.98
6.245817,-75.589420,4/4/2017,23:06:55.00,1510.30,179.37,0.00,34.00,27.00,5.56
6.245817,-75.589420,4/4/2017,23:06:55.00,1510.30,179.37,0.00,34.00,27.00,5.85
6.245817,-75.589420,4/4/2017,23:08:06.00,1510.30,140.22,0.00,35.00,27.00,5.12
6.245817,-75.589420,4/4/2017,23:08:06.00,1510.30,140.22,0.00,34.00,27.00,5.46
6.245817,-75.589420,4/4/2017,23:08:06.00,1510.30,140.22,0.00,34.00,27.00,5.38
6.245817,-75.589420,4/4/2017,23:08:06.00,1510.30,140.22,0.00,34.00,27.00,5.93
6.245817,-75.589420,4/4/2017,23:08:06.00,1510.30,140.22,0.00,34.00,27.00,6.31
6.245817,-75.589420,4/4/2017,23:08:06.00,1510.30,140.22,0.00,37.00,27.00,5.89
6.245817,-75.589420,4/4/2017,23:09:31.00,1510.30,140.22,0.00,34.00,27.00,5.06
6.245817,-75.589420,4/4/2017,23:09:45.00,1510.30,140.22,0.00,34.00,27.00,6.32
6.245817,-75.589420,4/4/2017,23:09:45.00,1510.30,140.22,0.00,34.00,27.00,5.19
6.245817,-75.589420,4/4/2017,23:09:45.00,1510.30,140.22,0.00,34.00,27.00,5.34
6.245817,-75.589420,4/4/2017,23:10:28.00,1510.30,140.22,0.00,34.00,27.00,5.62
6.245817,-75.589420,4/4/2017,23:10:42.00,1510.30,140.22,0.00,34.00,27.00,5.51
6.245817,-75.589420,4/4/2017,23:10:56.00,1510.30,140.22,0.00,34.00,27.00,5.48
6.245817,-75.589420,4/4/2017,23:10:56.00,1510.30,140.22,0.00,34.00,27.00,5.91
6.245817,-75.589420,4/4/2017,23:10:56.00,1510.30,140.22,0.00,34.00,27.00,5.77
6.245817,-75.589420,4/4/2017,23:10:56.00,1510.30,140.22,0.00,37.00,27.00,5.83
6.245817,-75.589420,4/4/2017,23:10:56.00,1510.30,140.22,0.00,34.00,27.00,5.28
6.245817,-75.589420,4/4/2017,23:12:07.00,1510.30,140.22,0.00,34.00,27.00,5.24
6.245817,-75.589420,4/4/2017,23:12:21.00,1510.30,140.22,0.00,34.00,27.00,5.16
6.245817,-75.589420,4/4/2017,23:12:21.00,1510.30,140.22,0.00,34.00,27.00,6.00
6.245775,-75.589408,4/4/2017,23:12:50.00,1510.30,165.59,0.00,34.00,27.00,4.94
6.245775,-75.589408,4/4/2017,23:13:04.00,1507.50,165.59,0.00,34.00,27.00,5.17
6.245775,-75.589408,4/4/2017,23:13:18.00,1507.50,165.59,0.00,34.00,27.00,5.68
6.245775,-75.589408,4/4/2017,23:13:18.00,1507.50,165.59,0.00,34.00,27.00,6.21
6.245775,-75.589408,4/4/2017,23:13:18.00,1507.50,165.59,0.00,34.00,27.00,5.35
6.245775,-75.589408,4/4/2017,23:13:18.00,1507.50,165.59,0.00,34.00,27.00,5.34
6.245775,-75.589408,4/4/2017,23:13:18.00,1507.50,165.59,0.00,34.00,27.00,5.35
6.245775,-75.589408,4/4/2017,23:14:29.00,1507.50,165.59,0.00,34.00,27.00,5.40
6.245775,-75.589408,4/4/2017,23:14:43.00,1507.50,165.59,0.00,34.00,27.00,5.72
6.245775,-75.589408,4/4/2017,23:14:57.00,1507.50,165.59,0.00,34.00,27.00,5.17
6.245775,-75.589408,4/4/2017,23:14:57.00,1507.50,165.59,0.00,34.00,27.00,5.30
6.245775,-75.589408,4/4/2017,23:14:57.00,1507.50,165.59,0.00,34.00,27.00,5.36
6.245775,-75.589408,4/4/2017,23:14:57.00,1507.50,165.59,0.00,34.00,27.00,5.43
6.245775,-75.589408,4/4/2017,23:14:57.00,1507.50,165.59,0.00,34.00,27.00,5.46
6.245775,-75.589408,4/4/2017,23:16:08.00,1507.50,165.59,0.00,34.00,27.00,6.10
6.245775,-75.589408,4/4/2017,23:16:22.00,1507.50,165.59,0.00,34.00,27.00,5.45
6.245775,-75.589408,4/4/2017,23:16:36.00,1507.50,165.59,0.00,34.00,27.00,5.34
6.245775,-75.589408,4/4/2017,23:16:36.00,1507.50,165.59,0.00,34.00,27.00,4.72
6.245775,-75.589408,4/4/2017,23:16:36.00,1507.50,165.59,0.00,34.00,27.00,5.02
6.245775,-75.589408,4/4/2017,23:16:36.00,1507.50,165.59,0.00,34.00,27.00,5.41
6.245775,-75.589408,4/4/2017,23:16:36.00,1507.50,165.59,0.00,34.00,27.00,5.07
6.245775,-75.589408,4/4/2017,23:16:36.00,1507.50,165.59,0.00,34.00,27.00,4.98
6.245775,-75.589408,4/4/2017,23:18:01.00,1507.50,165.59,0.00,34.00,27.00,5.35
6.245775,-75.589408,4/4/2017,23:18:15.00,1507.50,165.59,0.00,34.00,27.00,5.58
6.245775,-75.589408,4/4/2017,23:18:29.00,1507.50,165.59,0.00,34.00,27.00,5.10
6.245775,-75.589408,4/4/2017,23:18:29.00,1507.50,165.59,0.00,34.00,27.00,5.34
6.245775,-75.589408,4/4/2017,23:18:29.00,1507.50,165.59,0.00,34.00,27.00,5.03
6.245775,-75.589408,4/4/2017,23:18:29.00,1507.50,165.59,0.00,34.00,27.00,6.07
6.245775,-75.589408,4/4/2017,23:18:29.00,1507.50,165.59,0.00,34.00,27.00,5.05
6.245775,-75.589408,4/4/2017,23:18:29.00,1507.50,165.59,0.00,34.00,27.00,4.98
6.245775,-75.589408,4/4/2017,23:19:54.00,1507.50,165.59,0.00,34.00,27.00,4.85
6.245775,-75.589408,4/4/2017,23:20:08.00,1507.50,165.59,0.00,34.00,27.00,4.65
6.245775,-75.589408,4/4/2017,23:20:08.00,1507.50,165.59,0.00,34.00,27.00,5.05
6.245775,-75.589408,4/4/2017,23:20:08.00,1507.50,165.59,0.00,34.00,27.00,5.02
6.245775,-75.589408,4/4/2017,23:20:08.00,1507.50,165.59,0.00,34.00,27.00,5.29
6.245775,-75.589408,4/4/2017,23:20:08.00,1507.50,165.59,0.00,34.00,27.00,5.22
6.245775,-75.589408,4/4/2017,23:20:08.00,1507.50,165.59,0.00,34.00,27.00,5.53
6.245775,-75.589408,4/4/2017,23:21:33.00,1507.50,165.59,0.00,34.00,27.00,5.28
6.245775,-75.589408,4/4/2017,23:21:47.00,1507.50,165.59,0.00,34.00,27.00,5.25
6.245775,-75.589408,4/4/2017,23:22:01.00,1507.50,165.59,0.00,34.00,27.00,5.29
6.245775,-75.589408,4/4/2017,23:22:01.00,1507.50,165.59,0.00,35.00,27.00,5.45
6.245775,-75.589408,4/4/2017,23:22:01.00,1507.50,165.59,0.00,34.00,27.00,5.16
6.245775,-75.589408,4/4/2017,23:22:01.00,1507.50,165.59,0.00,34.00,27.00,4.90
6.245775,-75.589408,4/4/2017,23:22:01.00,1507.50,165.59,0.00,34.00,27.00,5.01
6.245775,-75.589408,4/4/2017,23:22:01.00,1507.50,165.59,0.00,34.00,27.00,5.14
6.245775,-75.589408,4/4/2017,23:23:26.00,1507.50,165.59,0.00,34.00,27.00,5.64
6.245775,-75.589408,4/4/2017,23:23:40.00,1507.50,165.59,0.00,34.00,27.00,4.63
6.245775,-75.589408,4/4/2017,23:23:54.00,1507.50,165.59,0.00,34.00,27.00,5.36
6.245775,-75.589408,4/4/2017,23:23:54.00,1507.50,165.59,0.00,34.00,27.00,5.45
6.245775,-75.589408,4/4/2017,23:23:54.00,1507.50,165.59,0.00,34.00,27.00,5.11
6.245775,-75.589408,4/4/2017,23:23:54.00,1507.50,165.59,0.00,34.00,27.00,5.56
6.245775,-75.589408,4/4/2017,23:23:54.00,1507.50,165.59,0.00,34.00,27.00,5.50
6.245775,-75.589408,4/4/2017,23:23:54.00,1507.50,165.59,0.00,34.00,27.00,5.35
6.245775,-75.589408,4/4/2017,23:25:19.00,1507.50,165.59,0.00,34.00,27.00,5.04
6.245775,-75.589408,4/4/2017,23:25:33.00,1507.50,165.59,0.00,34.00,27.00,4.98
6.245775,-75.589408,4/4/2017,23:25:33.00,1507.50,165.59,0.00,34.00,27.00,5.22
6.245775,-75.589408,4/4/2017,23:25:33.00,1507.50,165.59,0.00,34.00,27.00,5.47
6.245775,-75.589408,4/4/2017,23:25:33.00,1507.50,165.59,0.00,34.00,27.00,5.78
6.245775,-75.589408,4/4/2017,23:26:30.00,1507.50,165.59,0.00,34.00,27.00,5.33
6.245775,-75.589408,4/4/2017,23:26:44.00,1507.50,165.59,0.00,34.00,27.00,5.02
6.245775,-75.589408,4/4/2017,23:26:58.00,1507.50,165.59,0.00,34.00,27.00,5.09
6.245775,-75.589408,4/4/2017,23:27:12.00,1507.50,165.59,0.00,34.00,27.00,4.97
6.245775,-75.589408,4/4/2017,23:27:12.00,1507.50,165.59,0.00,34.00,27.00,4.96
6.245775,-75.589408,4/4/2017,23:27:12.00,1507.50,165.59,0.00,34.00,27.00,4.83
6.245775,-75.589408,4/4/2017,23:27:12.00,1507.50,165.59,0.00,34.00,27.00,5.23
6.245775,-75.589408,4/4/2017,23:27:12.00,1507.50,165.59,0.00,34.00,27.00,5.53
6.245775,-75.589408,4/4/2017,23:28:23.00,1507.50,165.59,0.00,36.00,27.00,4.83
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,5.15
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,5.19
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,4.96
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,4.99
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,4.96
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,5.02
6.245775,-75.589408,4/4/2017,23:28:37.00,1507.50,165.59,0.00,34.00,27.00,5.59
6.245775,-75.589408,4/4/2017,23:30:16.00,1507.50,165.59,0.00,34.00,27.00,5.64
6.245775,-75.589408,4/4/2017,23:30:30.00,1507.50,165.59,0.00,34.00,27.00,5.20
6.245775,-75.589408,4/4/2017,23:30:44.00,1507.50,165.59,0.00,34.00,27.00,5.70
6.245775,-75.589408,4/4/2017,23:30:44.00,1507.50,165.59,0.00,34.00,27.00,4.98
6.245775,-75.589408,4/4/2017,23:30:44.00,1507.50,165.59,0.00,34.00,27.00,5.25
6.245775,-75.589408,4/4/2017,23:30:44.00,1507.50,165.59,0.00,34.00,27.00,4.96
6.245775,-75.589408,4/4/2017,23:30:44.00,1507.50,165.59,0.00,34.00,27.00,5.49
6.245775,-75.589408,4/4/2017,23:30:44.00,1507.50,165.59,0.00,34.00,27.00,5.12
6.245775,-75.589408,4/4/2017,23:32:09.00,1507.50,165.59,0.00,34.00,27.00,5.35
6.245775,-75.589408,4/4/2017,23:32:23.00,1507.50,165.59,0.00,34.00,27.00,5.44
6.245775,-75.589408,4/4/2017,23:32:37.00,1507.50,165.59,0.00,34.00,27.00,5.02
6.245775,-75.589408,4/4/2017,23:32:37.00,1507.50,165.59,0.00,34.00,27.00,4.67
6.245775,-75.589408,4/4/2017,23:32:37.00,1507.50,165.59,0.00,34.00,27.00,5.64
6.245775,-75.589408,4/4/2017,23:32:37.00,1507.50,165.59,0.00,34.00,27.00,5.73
6.245775,-75.589408,4/4/2017,23:32:37.00,1507.50,165.59,0.00,34.00,27.00,5.06
6.245775,-75.589408,4/4/2017,23:32:37.00,1507.50,165.59,0.00,34.00,27.00,4.93
6.245775,-75.589408,4/4/2017,23:34:02.00,1507.50,165.59,0.00,35.00,27.00,5.30
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,35.00,27.00,5.20
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,34.00,27.00,5.60
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,35.00,27.00,5.69
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,34.00,27.00,5.45
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,36.00,27.00,5.19
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,35.00,27.00,4.95
6.245775,-75.589408,4/4/2017,23:34:16.00,1507.50,165.59,0.00,35.00,27.00,5.35
